F         RC        PS
         2      16.0     0.950
         2      16.0     0.950
         1      16.0     0.960
         2      16.0     0.960
         1      16.0     0.970
         2      16.0     0.970
         1      16.0     0.970
         1      16.0     0.970
         1      16.0     0.970
         2      16.0     0.980
         1      16.0     0.980
         2      16.0     0.980
         1      16.0     0.990
         1      16.0     0.990
         2      16.0     0.990
         1      16.0     1.000
         1      16.0     1.010
         1      16.0     1.010
         2      16.0     1.030
         2      16.0     1.040
         1      16.0     1.050
         2      16.0     1.050
         1      16.0     1.050
         1      16.0     1.050
         2      16.0     1.060
         1      16.0     1.110
         2      16.0     1.140
         2      16.0     1.200
         1      16.0     1.220
         1      16.0     1.240
         1      16.0     1.250
         2      16.0     1.270
         1      16.0     1.280
         1      16.0     1.310
         1      16.0     1.310
         2      16.0     1.320
         1      16.0     1.380
         2      16.0     1.490
         1      16.0     1.530
         1      16.1     0.640
         1      16.1     0.640
         1      16.1     0.640
         1      16.1     0.640
         1      16.1     0.650
         1      16.1     0.660
         1      16.1     0.660
         2      16.1     0.690
         2      16.1     0.690
         1      16.1     0.700
         1      16.1     0.700
         1      16.1     0.710
         1      16.1     0.720
         1      16.1     0.720
         2      16.1     0.720
         2      16.1     0.720
         1      16.1     0.750
         1      16.1     0.750
         2      16.1     0.760
         1      16.1     0.770
         1      16.1     0.770
         2      16.1     0.780
         2      16.1     0.790
         2      16.1     0.790
         1      16.1     0.790
         2      16.1     0.790
         1      16.1     0.800
         2      16.1     0.800
         1      16.1     0.800
         2      16.1     0.800
         2      16.1     0.810
         1      16.1     0.810
         2      16.1     0.810
         2      16.1     0.820
         2      16.1     0.820
         2      16.1     0.820
         2      16.1     0.830
         1      16.1     0.840
         1      16.1     0.840
         2      16.1     0.840
         2      16.1     0.840
         1      16.1     0.840
         2      16.1     0.840
         1      16.1     0.850
         2      16.1     0.850
         2      16.1     0.850
         1      16.1     0.860
         1      16.1     0.860
         2      16.1     0.860
         1      16.1     0.860
         2      16.1     0.860
         2      16.1     0.860
         2      16.1     0.870
         2      16.1     0.870
         1      16.1     0.870
         2      16.1     0.870
         2      16.1     0.870
         2      16.1     0.870
         2      16.1     0.870
         1      16.1     0.890
         2      16.1     0.890
         1      16.1     0.890
         2      16.1     0.900
         1      16.1     0.900
         1      16.1     0.910
         2      16.1     0.910
         2      16.1     0.910
         1      16.1     0.910
         1      16.1     0.920
         1      16.1     0.920
         2      16.1     0.920
         1      16.1     0.930
         2      16.1     0.930
         2      16.1     0.930
         1      16.1     0.930
         2      16.1     0.930
         1      16.1     0.940
         2      16.1     0.940
         2      16.1     0.940
         1      16.1     0.940
         1      16.1     0.940
         2      16.1     0.950
         2      16.1     0.950
         1      16.1     0.950
         2      16.1     0.950
         2      16.1     0.960
         2      16.1     0.960
         1      16.1     0.960
         1      16.1     0.960
         2      16.1     0.960
         1      16.1     0.960
         1      16.1     0.970
         1      16.1     0.970
         2      16.1     0.970
         2      16.1     0.970
         1      16.1     0.980
